DictWordID,HoaBun,HanLoTaibunPoj,,,
797,腰桿,腰脊骨,iōr-zià-gūt,Io1ciah4kut4,Io-chiah-kut
798,腸炎,腸仔炎,dn̄g-a-iām,Tng5a2iam7,T£g-á-iäm
799,腮腺炎,"豬頭皮
 豬頭爿","dī-tāu-pŭe
 dī-tāu-bĭng","Ti1thau5phue5
 Ti1thau5ping5","Ti-thâu-phôe
 Ti-thâu-pêng"
800,腳丫,"跤模
 跤蹄","Kā-bhŏ
 kā-dĕ",Kha1boo5 kha1te5,"Kha-b²
 Kha-tê"
801,腳心,"跤底
 跤跡底","kā-dè
 kā-rià/zià-dè","Kha1te2
 kha1jiah4/ciah4te2","Kha-té
 kha-jiah/chiah-té"
802,腳汗,跤液,kā-siorh,Kha1sioh8,Kha-siõh
803,腳底,跤底,kā-dè,Kha1te2,Kha-té
804,腳抽筋,勼跤筋,giù-kā-gin,Kiu3kha1kin1,Kiù-kha-kin
805,腳後跟,"跤後蹭
 跤後蹬","kā-au-zan
 kā-au-den","Kha1au7can1
 Kha1au7tenn1","Kha-äu-chan
 Kha-äu-te°"
806,腳面,跤盤,kā-bŭan,Kha1puann5,Kha-pôa°
807,腳風濕,跤風,kā-hong,Kha1hong1,Kha-hong
808,腳氣病,軟跤病,nng-kā-bēn,Nng2kha1penn7,N¡g-kha-pë°
809,腳踝,跤目,kā-bhak,Kha1bak8,Kha-bãk
810,腹脹,膨風,pòng-hong,Phong3hong1,Phòng-hong
811,跨下,跤縫,kā-pāng,Kha1phang7,Kha-phäng
812,鼠蹊,骱邊,gai-bin,Kai3pinn1,Kài-pi°
813,瘧疾,著寒熱仔,diorh-gūan-ret-à,Tioh8kuann5jiat8a2,Tiõh-kôa°-jiãt-á
814,鼻子,鼻仔,pīn-à,Phinn7a2,Ph„°-á
815,鼻孔,鼻空,pin-kang,Phinn7khang1,Ph„°-khang
816,瞇瞇眼,"目睭細蕊
 瞻目","bhak-ziu-sè-lùi
 ziām-bhak","Bak8ciu1se3lui2
 ciam1bak7","Bãk-chiu-sè-lúi
 chiam-bãk"
817,膝蓋,跤頭趺,kā-tāu-u,Kha1thau5u1,Kha-thâu-u
818,駝背,隱痀,un-gu,Un2ku1,Ún-ku
819,瘜肉,零珊肉仔,lān-sān-bhāh-à,Lan5san1bah4a2,Lân-san-bah-á
820,磨牙,咬喙齒根,ga-cùi-ki-gin,Ka7chui3khi2kin1,Kä-chhùi-khí-kin
821,霍亂,漏吐症、Chorela,làu-tò-zing,Lau3thoo3cing3,Làu-th±-chèng
822,頸部,頷艮頁,am-gùn,Am7kun2,Âm-kún
823,腦袋,頭殼,tāu-kāk,Thau5khak4,Thâu-khak
824,頭昏眼花,頭眩目暗,tāu-hĭn-bhak-am,Thau5hin5bak8am3,Thâu-hîn-bãk-àm
825,頭腦不清,頭昏昏腦鈍鈍,tău-hūn-hun-nàu-dùn-dun,Thau5hun1hun1nau2tun3tun3,"Thâu-hun-hun-náu
 -tùn-tùn"
826,臀部,尻川䫌(卑頁),kā-cn̄g-pùe/pè,Kha1chng1phue2/phe2,Kha-chhng-phóe/phé
827,臉頰,"喙腮
 喙䫌(卑頁)","cùi-sai
 cùi-pùe","Chui3sai1
 Chui3phue2","chhùi-sai
 Chhùi-phóe"
828,雙眼皮,重巡,dīng-sŭn,Ting5sun5,Têng-sûn
829,額頭,頭額,tāu-hiah,Thau5hiah8,Thâu-hiãh
830,爆炸頭,膨獅頭,pòng-sāi-tău,Phong3sai1thau5,Phòng-sai-thâu
831,關節炎,跤風,kā-hong,Kha1hong1,Kha-hong
832,癲癇,iunn5 癇,iūn-hĭn,Iunn5hin5,Iû°-hîn
833,鷹勾鼻,"啄鼻
 鸚歌鼻","dok-pīn
 īng-gōr-pīn","Tok4phinn7
 Ing1ko1phinn7","Tok-ph„°
 Eng-ko-ph„°"
834,么兒,屘囝,bhān-giàn,Ban7kiann2,Bân-kiá°
835,尾仔囝,尾仔囝,bhān/bhue-a-giàn,Ban7Bue2a2kiann2,bän/bóe-á-kiá°
836,大姨媽,大姨,dua-ĭ,Tua7i5,Töa-î
837,女人,查某,zā-bhò,Ca5boo2,Châ-b¯
838,女兒,查某囝,zā-bho-giàn,Ca5boo2kiann2,Châ-b¯-kiá°
839,女朋友,"女朋友
 查某朋友","lu-bīng-iù
 zā-bho-bīng-iù","Lu2ping5iu2
 Ca5boo2ping5iu2","Lú-pêng-iú
 Châ-b¯-pêng-iú"
840,女婿,囝婿,gian-sai,Kiann2sai3,Kiá°-sài
841,子孫,囝孫,gian-sun,Kiann2sun1,Kiá°-sun
842,小朋友,"囡仔兄
 小朋友","ghin-a-hian
 sior-bīng-iù","Gin2a2hiann1
 Sio2ping5iu2","Gín-á-hia°
 Sió-pêng-iú"
843,小姨子,姨仔,ī-à,I5a2,Î-á
844,小孩,囡仔,ghin-à,Gin2a2,Gín-á
845,公公,大官,dā-guan,Ta7kuann1,Ta-koa°
846,夫妻,翁仔某,āng-a-bhò,Ang1a2boo2,Ang-á-b¯
847,太太,"家後
 牽手","gē-āu
 kān-ciù","Ke1au7
 khan1chiu2","Ke-äu
 khan-chhiú"
848,父母,序大人,si-dua-lăng,Si7tua7lang5,S„-töa-lâng
849,父親,老父,lau-bē,Lau7pe7,Läu-pë
850,主人,主人,zu-lăng,Cu2lang5,Chú-lâng
851,他,伊,i,I1,i
852,兄弟,兄弟,hīan-dī,Hiann1ti7,Hia°-t„
853,外公,外公,ghua-gong,Gua7kong1,Göa-kong
854,外婆,外媽,ghua-mà,Gua7ma2,Göa-má
855,外甥,外甥,ghue-sing,Gue7sing1,Göe-seng
856,母親,老母,lau-bhù,Lau7bu2,Läu-bú
857,祖先,公媽,gōng-mà,Kong1ma2,Kong-má
858,同學,"同窗
 同學","dōng-cong
 dōng-hak/orh","Tong5chong1
 Tong5hak8/oh8","Tông-chhong
 Tông-hãk/õh"
859,老闆,頭家,tāu-ge,Thau5ke1,Thâu-ke
860,自己,家己,gā-gī,Ka1ki7,Ka-k„
861,你們,恁,lìn,Lin2,Lín
862,伯父,阿伯,ā-bēh,A1peh4,a-peh
863,伯母,阿姆,ā-m̀,A1m2,a-•
864,我爸爸,阮老父,ghuan/ghun-lau-bē,Guan2/gun2lau7pe7,Góan/gún -läu-pë
865,我們,咱、阮,làn、ghùan/ghùn,Lan2;guan2/gún,Lán;góan/gún
866,男人,查甫,zā-bo,Ca5poo1,Châ-p¬
867,兒子,後生,hāu-sin/sen,Hau7 sinn1/senn1,Häu- sin/se°
868,叔公,叔公,zik-gong,Cik4kong1,Chek-kong
869,叔叔,阿叔,ā-zīk,A1cik4,a-chek
870,叔侄,叔孫仔,zik-sūn-à,Cik4sun1a2,Chek-sun-á
871,妹妹,小妹,sior-bhē/mūe/mūai,Sio2be7/mue7/muai7,Sió-b /möe/möai
872,妹婿,妹婿,bhe/mue/muai-sai,be7/mue7/muai7sai3,B /möe/möai -sài
873,姑丈,姑丈,gō-diūn,Koo1tiunn7,K¬-tiü°
874,姑姑,阿姑,ā-go,A1koo1,a-k¬
875,姑婆,姑婆,gō-bŏr,Koo1po5,K¬-pô
876,姊夫,姊夫,zi/ze-hu,Ci2/ce2hu1,chí/ché-hu
877,姊姊,"姊姊
 阿姊","ze-ze0/zē-ze
 ā-zì/zè","Ce2ce2
 a1ci2/ce2","Ché-ché
 a-chí/ché"
878,妯娌,同姒仔,dāng-sāi-à,Tang5sai7a2,Tâng-sai-á
879,宗親,"房頭仔內
 宗親","bāng-tāu-a-lāi
 zōng-cin",Pang5thau5a2lai7 Cong1chin1,"Pâng-thâu-á-läi
 Chong-chhin"
880,岳父,"丈人
 岳父","diun-lăng
 ghak-hū","Tiunn7lang5
 gak8hu7","Tiü°-lâng
 gãk-hü"
881,岳母,丈姆,diun- m̀,Tiunn7m2,Tiü°-•
882,房東,"厝主
 厝頭家","cù-zù
 cù-tāu-ge","Chu3cu2
 Chu3thau5ke1","Chhù-chú
 Chhù-thâu-ke"
883,房客,厝跤,cù-ka,Chu3kha1,Chhù-kha
884,朋友,朋友,bīng-iù,Ping5iu2,Pêng-iú
885,爸爸,阿爸,ā-ba,A1pa1,a-pa
886,表弟,表小弟,biau-sior-dī,Piau2sio2ti7,Piáu-sió-t„
887,表哥,表兄,biau-hian,Piau2hiann1,Piáu-hia°
888,"長男的老婆",大漢新婦,dua-hàn-sīn-bū,Tua7han3sin1pu7,Töa-hàn-sin-pü
889,長者,序大,si-duā,Si7tua7,S„-töa
890,阿姨,阿姨,ā-ĭ,A1i5,a-î
891,青少年,"少年家
 囡仔豚","siàu-liān-ge
 ghin-a-tŭn","Siau3lian5ke1
 Gin2a2thun5","Siàu-liân-ke
 Gín-á-thûn"
892,姨丈,姨丈,ī-diūn,I5tiunn7,Î-tiü°
893,姨婆,姨婆,ī-bŏr,I5po5,Î-pô
894,姪女婿,孫婿,sūn-sai,Sun1sai3,Sun-sài
895,姪子,"姪仔 姪仔孫
 孫仔","dīt-à
 dit-a-sun sūn-à","Tit8a2 tit8a2sun1
 Sun1a2","T…t-á
 t…t-á-sun
 Sun-á"
896,姪媳婦,孫新婦,sūn-sīn-bū,Sun1sin1pu7,Sun-sin-pü
897,,,,,
898,姻親,姻親,īn-cin,In1chin1,In-chhin
899,客人,人客,lāng-kēh,Lang5kheh4,Lâng-kheh
900,客家人,客人,kè-lăng,Kheh4lang5,Kheh-lâng
901,娘家,"外家
 後頭厝","ghua-ge
 au-tāu-cu","Gua7ke1
 Au7thau5chu3","Göa-ke
 Äu-thâu-chhù"
902,祖父,阿公,ā-gong,A1kong1,a-kong
903,祖母,阿媽,ā-mà,A1ma2,a-má
904,祖籍,祖家,zo-ge,Coo2ke1,Ch¯-ke
905,乾爹媽,契父母,kè-be-bhù,Khe3pe7bu2,Khè-pë-bú
906,偷渡客,偷渡犯,tāu-do-hūan,Thau1too7huan7,Thau-t³-höan
907,堂兄弟,叔伯兄弟,zik-bè-hiān-dī,Cik4peh4hiann1ti7,Chek-peh-hia°-t„
908,堂姊妹,叔伯姊妹,zik-bè-zi-bhē/mūe/mūai,Chik4peh4ci2bue7/mue7/muai7,Chek-peh-chí-böe/möe/möai
909,娶媳婦,"娶某
 娶新婦","cua-bhò
 cua-sīn-bū","Chua7boo2
 Chua7sin1pu7","Chhöa-b¯
 Chhöa-sin-pü"
910,婦人,婦人儂,hu-rīn-lăng,Hu7jin5lang5,Hü-jîn-lâng
911,晚輩,"下勻 下沿 序細 下輩
 晚輩","e-ŭn e-iăn si-se e-bue
 bhuan-bue","E7un5 e7ian5 Si7se3 e7pue3
 Buan2pue3","Ë-ûn ë-iân s„-sè Ë-pòe
 bóan-pòe"
912,連襟,"大細仙
 同門","dua-sè-siān
 dōng-mňg","Tua7se3sian7
 Tong5mng5","Töa-sè-siän
 Tông-m£g"
913,曾祖父母,阿祖,ā-zò,A1coo2,a-ch¯
914,結拜兄弟,換帖的,uan-tiāp-e,Uann7thiap4e5,Öa°-thiap-ê
915,跑堂的,走桌的,zau-dōrh-e,Cau2toh4e5,Cháu-toh-ê
916,鄉親,鄉親,hiōng-cin,Hiong1chin1,Hiong-chhin
917,嫂子,"兄嫂
 阿嫂","hiān-sòr
 ā-sòr","Hiann1so2
 a1so2","Hian-só
 a-só"
918,舅公,舅公,gu-gong,Ku7kong1,Kü-kong
919,舅婆,妗婆,gim-bŏr,Kim7po5,Kim-pô
920,舅媽,阿妗,ā-gīm,A1kim7,a-k„m
921,舅舅,"母舅
 阿舅","bhor/bhu-gū
 ā-gū","Bo2/bu2ku7
 A1ku7","Bó/bú-kü
 a-kü"
922,遠親,"麵線親
 遠親","mi-suàn-cin
 uan-cin","Mi7suann3chin1
 Uan2chin1","M„-sòa°-chhin
 Oán-chhin"
923,廚師,"廚子師
 總舖師","dō-zi-sai
 zong-pò-sai","Too1ci2sai1
 Cong2phoo3sai1","T²-chí-sai
 Chóng-ph±-sai"
924,鄰居,厝邊,cù-bin,Chu3pinn1,Chhù-pi°
925,親家母,親姆,cīn-m̀,Chinn1m2,Chhi°-•
926,親家翁,親家,cīn-ge,Chin1ke1,Chhin-ke
927,親戚,親情,cīn-ziăn,Chin1ciann5,Chhin-chiâ°
928,嬰兒,紅嬰仔,āng-ēn-à,Ang5enn1a2,Âng-e°-á
929,嬸婆,嬸婆,zim-bŏr,Cim2po5,Chím-pô
930,嬸嬸,阿嬸,ā-zìm,A1cim2,a-chím
